"entity_id","entity","facility","year","metric","value","unit","as_of_date","source_name","source_url","note"
,"Konkola Copper Mines Plc (Vedanta 79.4% / ZCCM-IH 20.6%)",,,"capex_usd","3000000000","USD (cumulative claimed investment since 2004)","2019-2022 (company statements)","Mining Weekly: Vedanta continues to invest in Zambia despite legal dispute over KCM","https://www.miningweekly.com/article/vedanta-continues-to-invest-in-zambia-despite-legal-dispute-over-kcm-2022-05-11","Vedanta's repeated claim of 'over US$3 billion invested since 2004' (search result; same claim in Vedanta statements via Lusaka Times 2019 https://www.lusakatimes.com/2019/05/24/vedanta-resource-releases-latest-statement-on-kcm/). Company claim, not independently audited. Covered KCM shaft, smelter, concentrator construction and mine development. ZCCM-IH petitioned to wind up KCM and a provisional liquidator took control in May 2019."
,"Konkola Copper Mines Plc (Vedanta 79.4% / ZCCM-IH 20.6%)",,,"investment_committed_usd","1270000000","USD","2023-09-05 (settlement announced)","Mining.com (Reuters): Billionaire-owned Vedanta seals Zambian copper assets deal","https://www.mining.com/web/billionaire-owned-vedanta-seals-zambian-copper-assets-deal/","Under the Sept 2023 agreement between Vedanta, the Zambian government and ZCCM-IH resolving the 2019 liquidation dispute, Vedanta committed US$1.27bn for working capital and mine development at KCM, with legal challenges withdrawn and the provisional liquidator removed (search result)."
,"Konkola Copper Mines Plc (Vedanta 79.4% / ZCCM-IH 20.6%)",,,"transaction_value_usd","246000000","USD (payment to KCM creditors)","2024-07 (control regained)","Mining.com (Bloomberg): Vedanta pays $246 million to regain Zambia copper mines","https://www.mining.com/web/vedanta-pays-246-million-to-regain-zambia-copper-mines/","Fetched article (19 Jul 2024): Vedanta paid ~$246m to creditors to complete its return to control of KCM after ~5 years of provisional liquidation; pledged a further $1bn investment to double copper output toward 300ktpa and 6ktpa cobalt."
"MOPANI","Mopani Copper Mines Plc","Mufulira and Nkana operations",,"transaction_value_usd","1500000000","USD (transaction debt; nominal purchase price US$1)","2021-03-31 (completed)","Glencore news release: Signed contract to sell underlying stake of 73% in Mopani in $1.5b transaction","https://www.glencore.com/media-and-insights/news/signed-contract-to-sell-underlying-stake-of-73-in-mopani-in-1_5b-transaction","Carlisa Investments (Glencore 73.1%/FQM) transferred its 90% of Mopani to ZCCM-IH for US$1 plus US$1.5bn transaction debt left owed by Mopani to Glencore creditors (interest capitalized 3 years, then LIBOR+3%; Glencore retained offtake until repaid). Search result URLs: Glencore PR and https://www.kitco.com/news/2021-01-19/Glencore-sells-its-73-stake-in-Mopani-for-1-and-1-5B-debt.html."
"MOPANI","Mopani Copper Mines Plc",,,"transaction_value_usd","1100000000","USD ($620m new equity for 51% + $400m shareholder loan + offtake advances)","2024-03 (completed)","Energy Capital & Power: IRH Completes Acquisition of Mopani Mine for $1.1B","https://energycapitalpower.com/zambia-irh-acquisition-mopani-mine/","International Resources Holding (IRH, Abu Dhabi) acquired 51% of Mopani from ZCCM-IH (ZCCM-IH retains 49%) via US$1.1bn package: $620m fresh equity, $400m shareholder loan largely to address the residual $1.5bn Glencore transaction debt (search result; also https://www.miningweekly.com/article/irh-commits-up-to-11b-for-interest-in-mopani-copper-mines-zccm-strategic-partnership-2024-02-02 and IRH https://www.irh.ae/irh-completes-the-official-acquisition-of-mopani-copper-mines-in-zambia/)."
"MOPANI","Mopani Copper Mines Plc","Synclinorium, Mindola Deeps, Mufulira Deeps shafts",,"capex_usd","1100000000","USD (Glencore-era shaft development program)","2014-2019 (program period; shafts equipped to 2021)","Mining Technology: Glencore to invest $1.1bn to develop Mopani mine shafts in Zambia","https://www.mining-technology.com/news/newsglencore-to-invest-11bn-to-develop-mopani-mine-shafts-in-zambia-4852541/","~$1.1bn capex on three new deep shafts (Synclinorium at Nkana, Mindola Deeps, Mufulira Deeps) to extend mine life 25+ years (search result). Synclinorium shaft alone cited at US$323m in search-result snippets (ZCCM-IH/LinkedIn analyses) - secondary figure, not independently fetched."
"MOPANI","Mopani Copper Mines Plc",,,"investment_committed_usd","300000000","USD (near-term investment to reach 200ktpa)","2024","Energy Capital & Power / IRH statements","https://energycapitalpower.com/zambia-irh-acquisition-mopani-mine/","Reported ~$300m investment needed/planned to scale Mopani production toward 200,000 tpa copper within three years of the IRH acquisition (search result; production context in https://www.zawya.com/en/press-release/companies-news/uae-backed-investment-drives-revival-of-zambias-mopani-copper-mines-d3y30sfx reporting +54% contained copper H1 2025 vs H1 2024)."
"ZCCM_IH","ZCCM Investments Holdings Plc",,"2024","revenue_usd","115500000","USD (group turnover, ZMW3.21bn)","2024-12-31","Lusaka Securities Exchange: ZCCM-IH joins Zambia's USD 1 billion marketcap club on LuSE","https://www.luse.co.zm/media-center/zccm-ih-joins-zambias-usd-1-billion-marketcap-club-on-luse/","ZCCM-IH turnover ZMW3.21bn (US$115.5m) for FY ended 31 Dec 2024; company crossed US$1bn market capitalisation on LuSE in Aug 2025, second-largest listing after CEC (search result; also https://efficacynews.africa/2025/08/30/zccm-ih-emerges-as-a-billion-dollar-giant-on-the-luse/). Portfolio spans Mopani 49%, KCM 20.6%, Kansanshi 20% (3.1% GRR), Lubambe 30%, CNMC Luanshya 20%, NFCA 15%, plus Maamba Collieries and other assets."
,"Metal Fabricators of Zambia Plc (ZAMEFA, Reunert group)","Luanshya cable and copper rod plant","2023","revenue_usd","125000000","USD (estimated conversion of ZMW2,336,073,000; FY ended 30 Sep 2023)","2023-09-30","ZAMEFA Annual Report 2023 (LuSE)","https://www.luse.co.zm/wp-content/uploads/2024/05/ZAMEFA-Annual-Report-2023.pdf","PDF fetched: revenue ZMW2,336.1m (FY2022: ZMW2,056.2m), +14% YoY; exports 69% of sales. USD value is an ESTIMATE converting at ~ZMW18.7/USD (kwacha moved 15.79 to 21.00 over the fiscal year per the same report) - original kwacha figure is the audited number. ZAMEFA is a Reunert Ltd (JSE) subsidiary via CBI-electric, listed on LuSE."
,"Metal Fabricators of Zambia Plc (ZAMEFA, Reunert group)","Luanshya cable and copper rod plant","2024","revenue_usd","134000000","USD (estimated conversion of ZMW3,401,606,000; FY ended 30 Sep 2024)","2024-09-30","ZAMEFA 2024/2025 Annual Report figures via AfricanFinancials","https://africanfinancials.com/document/zm-zamefa-2024-ar-00/","FY2024 revenue ZMW3,401.6m and FY2025 revenue ZMW3,451.3m appeared in search-result summaries of ZAMEFA's FY2025 reporting on AfricanFinancials (not independently fetched). USD value is an ESTIMATE at ~ZMW25.4/USD average for the Oct 2023-Sep 2024 fiscal year; kwacha figure is the reported number."
"ZAMEFA","Metal Fabricators of Zambia Plc (ZAMEFA)","Luanshya copper rod & cable plant","2025","revenue_usd","130000000","USD","2025-09-30","StockAnalysis.com (LuSE:ZMFA financials)","https://stockanalysis.com/quote/luse/ZMFA/financials/","Fetched page. FY2025 (Oct 2024-Sep 2025) revenue ZMW 3,451m; converted at approx. avg 26.5 ZMW/USD for the fiscal year (own conversion, kwacha averaged roughly 26-28 in the period). Net income ZMW 63.46m."
"ZAMEFA","Metal Fabricators of Zambia Plc (ZAMEFA)","Luanshya copper rod & cable plant","2024","revenue_usd","133000000","USD","2024-09-30","StockAnalysis.com (LuSE:ZMFA financials)","https://stockanalysis.com/quote/luse/ZMFA/financials/","Fetched page. FY2024 revenue ZMW 3,402m, net income ZMW 179.4m; converted at approx. avg 25.5 ZMW/USD for Oct 2023-Sep 2024 (own conversion)."
"ZAMEFA","Metal Fabricators of Zambia Plc (ZAMEFA)","Luanshya copper rod & cable plant","2023","revenue_usd","123000000","USD","2023-09-30","StockAnalysis.com (LuSE:ZMFA financials)","https://stockanalysis.com/quote/luse/ZMFA/financials/","Fetched page. FY2023 revenue ZMW 2,336m, net income ZMW 25.6m; converted at approx. avg 19 ZMW/USD Oct 2022-Sep 2023 (own conversion). FY2022: ZMW 2,056m; FY2021: ZMW 2,424m (not converted here)."
"ZAMEFA","Metal Fabricators of Zambia Plc (ZAMEFA)","Luanshya copper rod plant (Upcast lines)",,"capacity_tpa","32000","tonnes copper rod per annum",,"Upcast customer reference - Metal Fabricators of Zambia","https://upcast.com/reference/zambian-copper-rod-valued-all-over-africa/","Fetched page. Four Upcast continuous casting lines, total rod capacity 32,000 tpa; article states actual production ~18,000 tpa at time of writing (undated). Rod sizes 8/12.5/16 mm."
"ZAMEFA","Metal Fabricators of Zambia Plc (ZAMEFA)","Luanshya copper rod & cable plant","2022","production_tonnes","10500","tonnes rod, wire and cable","2022-12-31","Self Help Africa / GreenTech4CE - Zambia Copper Wire and Cable Market Assessment (April 2024)","https://selfhelpafrica.org/greentech4ce/wp-content/uploads/sites/19/2024/12/2024-04-Zambia-Copper-Wire-and-Cable-Market-Assessment-Study_publication.pdf","From search snippet of the study (PDF is image-based, could not extract text): ZAMEFA produced about 10,500 t/year of rod, wire and cable in 2022."
,"Reunert Ltd (JSE:RLO)","ZAMEFA (75.39% stake acquisition from General Cable)","2016","transaction_value_usd","9900000","USD","2016-08-26","Reunert media release","https://reunert.co.za/media-release-article.php?articleID=14173","From search snippet (page not fetched). Reunert (JSE:RLO, not NPN) acquired 75.39% of ZAMEFA from General Cable Corp for USD 9.9m, effective 26 Aug 2016; ZAMEFA sits in Reunert's electrical engineering segment (CBi-electric family)."
,"Neelkanth Cables Ltd (Neelkanth Group)","Masaiti/Ndola cable plant","2016","investment_committed_usd","16500000","USD","2016-01-31","allAfrica - Zambia: New Cable Firm Coming (Dec 2015)","https://allafrica.com/stories/201512310594.html","From search snippet. USD 16-17m invested to establish copper cable plant in Masaiti area, Copperbelt; commissioned Jan 2016; 300+ jobs phase 1. Products: LV/MV cables, ABC conductors, copper rod, busbars and strips. Midpoint 16.5m used."
,"Neelkanth Cables Ltd (Neelkanth Group)","Masaiti/Ndola cable plant","2026","revenue_usd","38800000","USD","2026-01-01","RocketReach company profile","https://rocketreach.co/neelkanth-cables-limited-profile_b776277ac53cad90","From search snippet; third-party data-provider estimate (annual revenue USD 38.8m, 2026), LOW CONFIDENCE - not an audited figure."
,"Zambia-China Economic & Trade Cooperation Zone (ZCCZ, CNMC)","Chambishi + Lusaka East parks (zone-level)","2023","investment_committed_usd","2500000000","USD cumulative","2023-10-07","China NDRC - China's First Overseas Economic and Trade Cooperation Zone in Africa","https://en.ndrc.gov.cn/netcoo/goingout/goingoutpic/202310/t20231007_1363170.html","Fetched page. Cumulative investments exceeding USD 2.5bn, nearly 100 enterprises, 10,000+ local jobs; zone established 2007, developer CNMC."
,"Zambia-China Economic & Trade Cooperation Zone (ZCCZ, CNMC)","Chambishi + Lusaka East parks (zone-level)","2021","investment_committed_usd","1667000000","USD cumulative","2021-09-30","Journal of Contemporary East Asia Studies - China-Zambia engagements (Taylor & Francis)","https://www.tandfonline.com/doi/full/10.1080/24761028.2024.2308984","From search snippet. By Sept 2021: cumulative investment USD 1.667bn, 78 companies (59 Chambishi, 19 Lusaka East), 12,775 jobs."
,"Zambia-China Economic & Trade Cooperation Zone (ZCCZ, CNMC)","Zone infrastructure",,"investment_committed_usd","29000000","USD (loan)",,"AidData - China Development Bank loan to ZCCZ","https://china.aiddata.org/projects/52175/","From search result title only (page not fetched): China Development Bank provided a USD 29m loan for ZCCZ zone development."
,"Chambishi Copper Smelter Ltd (CCS; CNMC 60% / Yunnan Copper 40%)","Chambishi MFEZ smelter","2013","capex_usd","520000000","USD","2013-06-01","International Mining (June 2013) via RepublicOfMining","https://republicofmining.com/2013/06/06/copper-expansion-the-copperbelt-the-pride-of-zambia-by-john-chadwick-publisher-international-mining-june-2013/","From search snippet. CNMC + Yunnan Copper invested USD 520m in the Chambishi smelter (phases 1+2). NOTE: smelter produces blister/anode (upstream of cathode) but is the anchor copper-processing tenant of the Chambishi MFEZ."
,"Chambishi Copper Smelter Ltd (CCS)","Chambishi MFEZ smelter",,"capacity_tpa","250000","tonnes blister copper per annum (design)","2024-12-31","Shanghai Metals Market (SMM) visit report","https://news.metal.com/newscontent/103879587-smm-visits-chambishi-copper-smelter-both-parties-engage-in-in-depth-discussion-on-current-status-and-future-development","Fetched page. Design capacity 250,000 t/y blister; output surpassed 260,000 t in 2024. 1,600 Zambian + 170 Chinese employees."
,"Chambishi Copper Smelter Ltd (CCS)","Chambishi MFEZ smelter","2024","production_tonnes","260000","tonnes copper products (2024)","2024-12-31","Shanghai Metals Market (SMM) visit report","https://news.metal.com/newscontent/103879587-smm-visits-chambishi-copper-smelter-both-parties-engage-in-in-depth-discussion-on-current-status-and-future-development","Fetched page. 2024 output surpassed 260,000 t; cumulative production since start-up over 3.3m t copper products and 8.7m t sulphuric acid."
,"Chambishi Copper Smelter Ltd (CCS)","Chambishi MFEZ smelter","2024","revenue_usd","21000000000","USD cumulative sales revenue since establishment","2024-12-31","Shanghai Metals Market (SMM) visit report","https://news.metal.com/newscontent/103879587-smm-visits-chambishi-copper-smelter-both-parties-engage-in-in-depth-discussion-on-current-status-and-future-development","Fetched page. CUMULATIVE (not annual) sales revenue approx USD 21bn since establishment through end-2024."
,"Chambishi Copper Smelter Ltd (CCS)","Chambishi MFEZ smelter","2024","payments_to_govt_usd","300000000","USD cumulative taxes and fees","2024-12-31","Shanghai Metals Market (SMM) visit report","https://news.metal.com/newscontent/103879587-smm-visits-chambishi-copper-smelter-both-parties-engage-in-in-depth-discussion-on-current-status-and-future-development","Fetched page. Over USD 300m in taxes and fees paid cumulatively since establishment."
,"Shandong investor group (incl. Yanggu Xiangguang Copper Co Ltd, Xiang Guang Group)","Chambishi MFEZ","2010","investment_committed_usd","100000000","USD","2010-06-02","African Review - Chambishi Economic Zone draws new business","https://africanreview.com/finance/economy/chambishi-economic-zone-draws-new-business","Fetched page. Four Shandong-province companies (incl. copper fabricator Yanggu Xiangguang Copper) signed USD 100m of investment agreements for the Chambishi zone, June 2010. Follow-through/current operating status unverified."
,"Sino-Metals Leach Zambia Ltd (CNMC subsidiary)","Mwambashi mine + Chambishi leach plant","2017","capex_usd","70000000","USD","2017-12-31","Daily Maverick / Africa Report coverage of Sino-Metals","https://www.dailymaverick.co.za/article/2025-03-04-chambishi-tailings-failure-a-canary-in-zambias-copperbelt/","From search snippet. ~USD 70m Mwambashi mine investment feeding the Chambishi leach plant, ~10,000 tpa copper cathode. NOTE: cathode producer (leach/SX-EW), i.e. at the cathode boundary not downstream; included as ZCCZ copper-processing tenant."
,"Sino-Metals Leach Zambia Ltd (CNMC subsidiary)","Samba copper project","2025","investment_committed_usd","200000000","USD","2025-01-01","China Daily - Sino-Metals jobs, investments create goodwill","https://global.chinadaily.com.cn/a/202409/05/WS66d90d0ba3108f29c1fca3f2.html","From search snippet. Samba project: construction start 2025, operational end-2027, ~USD 200m, 1.5m tpa ore, +20,000 t copper-in-concentrate. Upstream, recorded for ZCCZ tenant completeness."
,"DRC-Zambia Transboundary Battery & EV Special Economic Zone (Afreximbank/UNECA)","Proposed NMC precursor plant (10,000 tpa)","2023","capex_usd","39000000","USD (BloombergNEF modelled estimate)","2023-12-31","BloombergNEF study via NRGI / How We Made It In Africa","https://resourcegovernance.org/publications/drc-zambia-battery-plant-key-considerations-governments-2024","From search snippets. BNEF estimate: USD 39m capex would build a 10,000 tpa NMC cathode-precursor plant in DRC/Zambia, ~3x cheaper than a comparable US plant. Modelled estimate, not a committed investment. Framework agreement Afreximbank-ECA March 2023; ARISE IIP prefeasibility submitted Dec 2023; no plant committed as of mid-2026."
,"DRC-Zambia Transboundary Battery & EV Special Economic Zone (Afreximbank/UNECA)","Full SEZ programme","2024","capex_usd","2700000000","USD (feasibility-study project cost)","2024-04-15","The Exchange Africa - DRC and Zambia SEZ","https://theexchange.africa/investing/drc-and-zambia-sez/","From search snippet ONLY (page returned 403): BloombergNEF study reportedly found the project technically feasible and financially viable at a cost of USD 2.7bn. LOW CONFIDENCE - could not verify on page."
,"KoBold Metals (80%) / ZCCM-IH (20%)","Mingomba copper project, Chililabombwe","2022","investment_committed_usd","150000000","USD","2022-12-14","Latham & Watkins / Mining Technology - KoBold $150m Mingomba investment","https://www.mining-technology.com/news/kobold-investment-zambia-copper/","From search snippets. USD 150m investment into Mingomba deposit announced at US-Africa Leaders Summit Dec 2022 (JV with EMR Capital and ZCCM-IH). Development-stage mining, upstream of fabrication; included per scope instruction."
,"KoBold Metals (80%) / ZCCM-IH (20%)","Mingomba copper mine construction","2026","capex_usd","2300000000","USD estimated capex","2026-04-29","Mining.com / Mining Indaba - KoBold breaks ground on $2.3bn Mingomba mine","https://www.mining.com/web/sam-altman-backed-firm-starts-work-on-zambias-top-copper-mine/","From search snippets. Groundbreaking 29 April 2026; capex estimated USD 2.3-2.5bn (billionaires.africa cites 2.5bn); >300,000 tpa copper at full capacity, first production early 2030s; KoBold had already put >USD 200m into the Zambian economy pre-construction."
,"KoBold Metals (80%) / ZCCM-IH (20%)","Mingomba copper mine","2026","capacity_tpa","300000","tonnes copper per annum (planned, at full capacity)","2026-04-29","Mining.com / Mining Indaba groundbreaking coverage","https://miningindaba.com/articles/kobold-metals-breaks-ground-on-23-billion-min","From search snippets. Planned output >300,000 tpa copper; mine output (not fabrication capacity)."
,"ZALCO Power Cables Ltd","Mungwi Road, Kavulamungu Complex, Lusaka",,"capacity_tpa","0","unknown",,"ZALCO Cables website","https://zalcocables.com/","Placeholder row - VERIFIED PLAYER, NO PUBLISHED FINANCIALS OR CAPACITY. Established 2020, Lusaka; copper electric cables, wires and copper rods. From search snippets; value 0 = unknown."
,"Uniflex Wires and Cables Ltd","Lusaka plant",,"capacity_tpa","0","unknown",,"Uniflex Wires and Cables website","https://uniflexcables.com/about-us","Placeholder row - VERIFIED PLAYER, NO PUBLISHED FINANCIALS OR CAPACITY. ISO-certified copper cable manufacturer established 2022, Lusaka. From search snippets; value 0 = unknown."
,"Non-Ferrous Metal Works (Zambia) Ltd","Plot 5155, Zambia Road Heavy Industrial Estate, Ndola",,"capacity_tpa","0","unknown",,"Non-Ferrous Metal Works (Z) Ltd website","https://www.nonferrousmetalszambia.com/products","Placeholder row - VERIFIED PLAYER, NO PUBLISHED FINANCIALS. Brass/bronze/aluminium foundry: centrifugally spun phosphor bronze, brass castings, rods and ingots; buys copper/brass/bronze scrap. Only identified brass/foundry scrap-to-ingot processor. From search snippets; value 0 = unknown."
