"holder","segment","licenses","mining_lics","hectares","main_commodities","lics_in_default_2025","lics_cancelled_2024","registry_discrepancy","likely_reason","already_researched","existing_contact"
"Millenium Business systems Ltd","critical_battery","2","0","3314","Manganese/Gold/Niobium (Columbium)","2","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Happy Hills Minerals Limited","critical_battery","1","0","3150","Gold/Manganese/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"damashi resources limited.","gemstones","1","0","3141","Limestone (General)/Iron Ore/Quartz","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'DAMASHI RESOURCES LIMITED'","no","no"
"Joe's Earthworks and Mining Ltd","critical_battery","1","0","3086","Molybdenum/Manganese/Nickel","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'JOE'S EARTHWORKS & MINING  LIMITED'","no","no"
"Kadam Manja Mining Company Limited","gold","1","0","3045","Gold/Silver/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Uni Mining and Construction Zambia Limited","gemstones","1","1","2941","Garnet/Tantalum/Tin","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"SK Civil Worksmen and Construction LTD","gemstones","4","0","2909","Nickel/Lead/Zinc","3","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Jufa Transport & Logistics Limited","critical_battery","2","0","2885","Silver/Zinc/Gold","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'JUFA TRANSPORT & LOGISTICS LIMITED'","yes","no"
"S.One Enterprises Limited","gemstones","2","0","2768","Iron Ore/Manganese/Zinc","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'S.ONE ENTERPRISES LIMITED'","no","no"
"Mafula Minerals Resources  Limited","critical_battery","1","0","2623","Manganese/Silver/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","register name has whitespace/encoding artefacts: likely a name-match failure, not absence","no","no"
"Giant Rock Mining Limited","gemstones","1","0","2519","Malachite/Lead/Nickel","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Geofreight Clearing, Forwarding and Trucking Limited","critical_battery","2","0","2415","Manganese/Silver/Tin","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"ZCCM - IH Investments Holdings Plc","critical_battery","3","1","2349","Cobalt/Sand and Gravel/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"D.M Transport & Logistics Limited","gemstones","2","0","2344","Rare EarthsElements/Quartz/Manganese","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'G. M. D. MECHANICS & TRANSPORT COMPANY'","no","no"
"ZAMJIE TRANSPOTATION LIMITED","critical_battery","1","0","2296","Nickel/Manganese/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Black Diamond Mining & Minerals Limited","critical_battery","4","1","1998","Manganese/Copper/Gold","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'BLACK DIAMOND MINING & MINIRALS LIMITED'","yes","no"
"Jasper-Oko Berly Zambia Limited","gemstones","3","1","1962","Emerald/Tin/Zinc","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"Chipanshya Construction Limited; Chipanshya Construction Limited","critical_battery","2","0","1869","Gold/Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Chibaris International(Zambia)Limited","gemstones","1","0","1776","Rare EarthsElements/Niobium (Columbium)/Nickel","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'CHIBARIS INTERNATIONAL (ZAMBIA) LIMITED'","yes","yes"
"Leveka Mining Ltd","gemstones","3","1","1665","Gold/Copper/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"IBAS Trades Limited","critical_battery","3","3","1553","Gold/Nickel/Silver","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Fertilizer Commodities (Z) Limited","gold","1","0","1512","Gold/Iron Ore/Cobalt","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'FERTILIZER COMMODITIES ZAMBIA LIMITED'","no","no"
"Qayshuan International Zambia Limited","critical_battery","1","0","1479","Iron Ore/Nickel/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Zam-Kirin Mining Limited","gemstones","2","0","1436","Quartz/Tourmaline/Aquamarine","2","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"S.B Mineral Resources Limited","gemstones","2","0","1375","Rare EarthsElements/Manganese/Quartz","2","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'S.B MINERAL RESOURCES LIMITED'","no","no"
"Bomal Mining & Agriculture Enterprises Limited","gemstones","2","0","1369","Tin/Tourmaline/Tungsten","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'BOMAL MINING AND AGRICULTURE ENTERPRISE LIMITED'","no","no"
"Sajarke Resources Limited","critical_battery","1","0","1324","Iron Ore/Manganese/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"A.Argente and Company Limited","critical_battery","3","0","1318","Iron Ore/Manganese/Gold","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'A.A ARGENTE AND COMPANY LIMITED'","yes","no"
"Freshpoint Mining Enterprises & General Suppliers Limited","gemstones","2","0","1300","Gold/Copper/Amethyst","2","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'FRESHPOINT MINING ENTERPRISES AND GENERAL SUPPLIES LIMITED'","no","no"
"Bumpekete Mining & Exploration Limited","critical_battery","2","1","1286","Iron Ore/Manganese/Zinc","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'BUMPEKETE MINING & EXPLORATION LIMITED'","yes","no"
"Gehaanto Enterprises Limited","gemstones","1","0","1278","Silver/Tourmaline/Iron Ore","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"J.S.Moyo Farms Limited","critical_battery","4","4","1219","Sand and Gravel/Iron Ore/Silica","4","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'J S MOYO FARMS LIMITED'","yes","no"
"Kamdec Investments Ltd","critical_battery","3","3","1170","Iron Ore/Gold/Manganese","0","3","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"KAMPELEMBE CSS MINES LIMITED","critical_battery","4","4","1129","Manganese/Iron Ore/Copper","3","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Haizhou Mining Resources Co. Limited","gold","2","0","1104","Iron Ore/Silver/Gold","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'HAIZHOU MINING RESOURCES CO. LIMITED'","no","no"
"Hua-Jiang Investments Limited","critical_battery","1","0","1094","Nickel/Lead/Silver","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Chavuma Mineral Resources Limited","gemstones","1","0","1075","Anhydrite/Gypsum/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"China Copper Mines Ltd","gold","1","1","1014","Gold/Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"Divine Mimuvelyn Mining and Exploration Company  Limited","critical_battery","3","0","1006","Lead/Manganese/Silver","3","0","NOT_FOUND_IN_PACRA_SEARCH","register name has whitespace/encoding artefacts: likely a name-match failure, not absence","no","no"
"Tawakkal Gems Investments Co. Ltd","gemstones","3","1","997","Emerald/Quartz/Manganese","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'TAWAKKAL GEMS INVESTMENTS  COMPANY'","yes","no"
"Mublecha Enteprises Limited","critical_battery","1","0","989","Manganese/Zinc/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Firmato Investiment Limited","critical_battery","1","0","982","Manganese/Zinc/Iron Ore","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Northdale Explorations & Logistics Limited","industrial_minerals","1","0","979","Stone/Silica/Crushed/Broken Stone","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'NORTHDALE EXPLORATIONS AND LOGISTICS LIMITED'","yes","no"
"MWILA  J. CIVILS LIMITED","gemstones","2","0","976","Limestone (General)/Malachite/Manganese","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'MWILA J. CIVILS LIMITED'","no","no"
"Alpine Prperties Limited","critical_battery","1","0","972","Iron Ore/Nickel/Zinc","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Negro F-Solutions Limited","critical_battery","1","0","952","Manganese/Lead/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Delta-Zone Mining & Exploration Limited","gemstones","1","0","951","Nickel/Manganese/Quartz","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'DELTA-ZONE MINING & EXPLORATION LIMITED'","no","no"
"Mutobo Mining & General Dealers Limited","gemstones","1","0","945","Diamond/Emerald/Quartz","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'MUTOBO MINING AND GENERAL DEALERS LIMITED'","no","no"
"ZCCM Gold Limited","critical_battery","2","1","945","Gold/Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"KMC Engineering & Construction Limited","critical_battery","1","0","944","Nickel/Manganese/Quartz","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'KMC ENGINEERING & CONSTRUCTION LIMITED'","no","no"
"East-Tech Investments Limited","critical_battery","1","0","912","Tin/Coal","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Pladoc Enterprises Limited","gemstones","1","0","901","Limestone (General)/Lead/Iron Ore","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Talang Mining Co. Limited","gemstones","2","1","887","Amethyst/Quartz","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'TALANG MINING COMPANY LIMITED'","yes","no"
"Genem MINERAL LIMITED","critical_battery","4","0","865","Gold/Copper/Iron Ore","2","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"A.M Aggeliki Maria Consulting Solutions Limited","critical_battery","1","1","839","Palladium/Nickel/Platinum","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'A.M AGGELIKI MARIA CONSULTING SOLUTIONS LIMITED'","yes","no"
"Rock Trapper mining Limited","gemstones","1","0","829","Quartz/Manganese/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Zombe-Tec Investments Ltd","critical_battery","2","1","799","Manganese/Zinc/Iron Ore","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Incara Company (Zambia) Limited","gemstones","1","0","769","Quartz/Tourmaline/Gold","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'INCARA COMPANY (ZAMBIA) LIMITED'","no","no"
"Roseberry Stone & Tile Limited","construction_materials","2","2","754","Stone","2","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'ROSEBERRY STONE AND TILE LIMITED'","yes","no"
"PCB Mining Limited","critical_battery","2","1","751","Manganese/Lead/Zinc","2","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Samstone crushing limited","gold","1","0","747","Lead/Limestone (General)/Uranium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Unirite Investments Limited","critical_battery","1","0","747","Manganese/Quartz/Iron Ore","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"AgenaCorp Zambia Ltd","critical_battery","1","0","745","Silver/Tantalum/Palladium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Roan Mineral Resources Company Ltd","critical_battery","1","0","731","Nickel/Manganese/Zinc","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"WI-PAY FINANCE LIMITED","gemstones","1","0","719","Gravel/Fluorine-Fluorite/Limestone (General)","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Sekanji Suppliers Limited","critical_battery","1","0","680","Silica/Quartz/Titanium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"SINO-ARAB Investments Limited","critical_battery","1","0","670","Iron Ore/Manganese/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Lubuchi geo-consultancy Limited","critical_battery","1","0","653","Iron Ore/Manganese/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"B&G Holdings Limited","gold","1","0","652","Iron Ore/Malachite/Gold","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'B&G HOLDINGS LIMITED'","no","no"
"New Generation Invesment Limited","gemstones","1","0","642","Rare EarthsElements/Niobium (Columbium)/Nickel","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Kampelembe CSS Mines Ltd","critical_battery","2","2","638","Manganese/Iron Ore/Copper","2","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"M & L Prudent Solutions Limited","gold","2","2","594","Gold/Quartz/Fluorine-Fluorite","2","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'M & L PRUDENT SOLUTIONS LIMITED'","yes","no"
"Nicho Cargo Services Limited","gemstones","1","0","565","Iron Ore/Quartz/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Pricems Mining & Trading Limited","critical_battery","1","0","563","Iron Ore/Manganese/Silver","0","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'PRICEMS MINING & TRADING LIMITED'","no","no"
"AMADON INVESTMENT LIMITED","base_metals","2","0","543","Limestone (General)/Sand/Feldspar","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Koeshma Business Ventures LTD","critical_battery","1","0","524","Rare EarthsElements/Silica/Silver","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"Nyakaula Gemstones (2019) Limited","gemstones","2","2","512","Gold/Manganese/Cobalt","2","2","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'NYAKAULA GEMSTONE (2019) LIMITED'","yes","no"
"Kapesika Mining & Gold Processing","gemstones","2","0","509","Gold/Lead/Copper","2","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'KAPESIKA MINING AND GOLD PROCESSING LIMITED'","no","no"
"Azadi Investment Limited","critical_battery","1","0","493","Lead/Manganese/Zinc","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Musamani Minerals and Agric. Limited","base_metals","1","1","476","Copper","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'MUSAMANI MINERALS AND AGRIC LIMITED'","yes","no"
"Southlink Resources limited","gold","1","0","473","Gold/Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"AFRICAN GOLD TRADERS LIMITED","gemstones","1","0","451","Quartz/Silica/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"V.L Coal Mine Company Limited","gemstones","1","0","451","Tantalum/Granite/Tourmaline","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'V.L. COAL MINE COMPANY LIMITED'","no","no"
"Plate Techtonics Zambia Limited","gemstones","2","0","439","Lead/Limestone (General)/Anhydrite","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Syra Enterprises Limited","critical_battery","1","0","430","Limestone (General)/Manganese/Silica","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Mpaso Mining Company Ltd","gemstones","1","0","417","Quartz/Gold/Tourmaline","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Vanzetti Mining Limited","gemstones","1","0","410","Silver/Tourmaline/Zinc","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Kampoko Resources Ltd","critical_battery","2","2","401","Copper/Iron Ore/Manganese","2","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Chrispar Mines Limited","gemstones","1","0","400","Aquamarine","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Chakuza Mining & Exploration Limited","critical_battery","1","1","399","Manganese","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'CHAKUZA MINING &  EXPLORATION LIMITED'","yes","no"
"Zamchrom Investment Limited","gemstones","1","0","399","Anhydrite/Gypsum/Lithium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Ta yu Mining Ltd","critical_battery","1","1","399","Manganese","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Roadwork Contsruction Limited","industrial_minerals","1","1","399","Limestone (General)/Granite/Dolomite","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Maleka Mining & Farming Resources Limited","critical_battery","1","1","399","Silica/Manganese/Silver","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'MALEKA MINING AND FARMING RESOURCES LIMITED'","yes","no"
"W.J.W Construction Limited","gold","1","1","397","Gold/Silver/Cobalt","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'W.J.W CONSTRUCTION LIMITED'","yes","no"
"Red Jakect Zambia Limited","base_metals","1","1","397","Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Manseba Mine Ltd","critical_battery","1","1","397","Manganese/Silver/Zinc","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"AC and G Njanji Mining Company Limited","gold","1","1","397","Zinc/Gold/Copper","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"SW & GVA Mining Company Ltd","base_metals","1","1","396","Copper","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'SW & GVA MINING COMPANY LIMITED'","yes","no"
"Dash Logistics & Mining Services Limited","base_metals","1","1","396","Silica/Copper/Cobalt","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'DASH LOGISTICS & MINING SERVICES LIMITED'","yes","no"
"Jenipher Ng'andu Mining & Services Limited","gold","1","1","396","Iron Ore/Quartz/Gold","0","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'JENIPHER NG'ANDU MINING & SERVICES LIMITED'","yes","no"
"Zamfluospar Limited","industrial_minerals","1","1","394","Fluorine-Fluorite","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Motherland Resources Limited","critical_battery","1","0","393","Lithium/Limestone (General)/Nickel","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Hi- Qualime Mining Limited","industrial_minerals","1","1","393","Limestone (General)","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Sonkolo Mines & General Dealers Ltd","critical_battery","1","1","392","Gold/Manganese/Cobalt","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'SONKOLO MINES & GENERAL DEALERS LIMITED'","yes","no"
"Changa Flouirite Mine Limited","gemstones","1","1","391","Gemstones/Gold/Fluorine-Fluorite","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Nkundalila Small Scale Mines Ltd","gemstones","1","1","390","Manganese/Quartz/Tourmaline","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Phoenix Materials Ltd","base_metals","1","1","384","Lightweight Aggregate/Stone/Crushed/Broken Stone","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Lilume E.K.M Investment Limited","critical_battery","1","1","379","Limestone (General)/Tin/Zinc","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'LILUME.E.K.M. INVESTMENT LIMITED'","yes","no"
"Nachingwali Enterprises Limited","gemstones","1","1","378","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"ROGMAT ENTERPRISES & GENERAL DEALERS LIMITED","critical_battery","1","0","371","Nickel/Manganese/Zinc","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'ROGMAT ENTERPRISES & GENERAL DEALERS LIMITED'","no","no"
"Macrolink Resources (z)Limited","base_metals","1","1","367","Copper","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'MACROLINK RESOURCES ZAMBIA LIMITED'","yes","yes"
"KAISHENI INVESTMENTS LIMITED","gemstones","1","1","365","Copper/Manganese/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Chifotoma Tiles & Paint Manufucturing Enterprise Limited","construction_materials","1","0","363","Lightweight Aggregate","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Zambia Amalgamated Metals and Minerals Group Limited","critical_battery","1","1","363","Manganese/Lead/Rare EarthsElements","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"MLG Resources Limited","industrial_minerals","1","0","353","Silica/Quartz","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Blue Oceans Minerals & Metals Ltd","critical_battery","1","1","346","Manganese","0","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'BOECT BLUE OCEAN COMPANY LIMITED'","yes","no"
"BigHope Mining Ltd","gemstones","1","1","335","Emerald/Tourmaline/Amethyst","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Yellowstone Mining Limited","critical_battery","1","1","335","Gold/Nickel/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Bupe Transit Home Foundation Limited","critical_battery","1","1","322","Sugilite/Manganese/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","statutory/non-company body: different register","yes","no"
"Minerals & Metals Corporation Zambia Limited","gemstones","1","0","321","Amethyst","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'MINERALS & METALS CORPORATION ZAMBIA LIMITED'","no","no"
"Sea Green Mining Limited","gemstones","2","1","305","Gold/Copper/Emerald","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
